time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
0.000,-0.21539,-77.5,0.000,0.000,0.0000,0.0000,-0.0028,0.000,40.000,28.1,36.3,18.34,-0.000,-0.00,-0.00,-0.00,0
0.031,-0.21527,-77.5,0.000,-0.001,-0.1000,-1.0000,-0.0598,0.000,40.000,28.1,36.3,18.33,0.013,0.36,0.00,0.46,0
0.062,-0.21539,-77.5,0.000,-0.000,0.0000,0.0000,-0.0174,0.000,40.000,28.1,36.3,18.33,0.008,0.10,-0.00,0.08,0
0.092,-0.21519,-77.5,0.001,0.006,-0.1000,-1.0000,-0.0556,0.000,40.000,28.1,36.3,18.33,0.008,0.31,0.00,0.40,0
0.122,-0.21521,-77.5,0.001,-0.000,-0.2000,-1.0000,-0.2228,0.000,40.000,28.1,36.3,18.34,0.153,2.89,0.06,2.70,0
0.151,-0.21558,-77.6,0.000,-0.005,-0.1000,0.0000,-0.0819,0.000,40.000,28.1,36.3,18.33,0.037,0.64,-0.01,0.77,0
0.181,-0.21543,-77.6,0.000,0.003,0.0000,0.0000,-0.0224,0.000,40.000,28.1,36.3,18.33,0.008,0.12,-0.00,0.08,0
0.207,-0.21499,-77.4,0.001,0.021,-0.1000,-1.0000,-0.0583,0.000,40.000,28.1,36.3,18.33,0.009,0.32,-0.00,0.40,0
0.238,-0.21509,-77.4,0.001,-0.006,-0.2000,-1.0000,-0.2153,0.000,40.000,28.1,36.3,18.33,0.156,2.87,0.06,2.65,0
0.264,-0.21539,-77.5,0.000,-0.004,-0.3000,-1.0000,-0.3109,0.000,40.000,28.1,36.3,18.32,0.274,4.67,0.12,4.34,0
0.294,-0.21573,-77.7,0.000,-0.006,-0.2000,0.0000,-0.1918,0.000,40.000,28.1,36.3,18.33,0.105,1.94,-0.05,2.20,0
0.324,-0.21539,-77.5,0.000,0.004,-0.3000,-1.0000,-0.3103,0.000,40.000,28.1,36.3,18.32,0.257,4.38,0.11,4.14,0
0.355,-0.21550,-77.6,0.000,0.001,-0.2000,0.0000,-0.1899,0.000,40.000,28.1,36.3,18.33,0.096,2.04,-0.06,2.28,0
0.381,-0.21519,-77.5,0.001,0.001,-0.3000,-1.0000,-0.3203,0.000,40.000,28.1,36.3,18.32,0.266,4.44,0.09,4.27,0
0.412,-0.21524,-77.5,0.000,0.000,-0.4000,-1.0000,-0.3993,0.000,40.000,28.1,36.3,18.31,0.400,6.41,0.17,6.14,0
0.444,-0.21560,-77.6,0.000,0.002,-0.3000,0.0000,-0.2864,0.000,40.000,28.1,36.3,18.33,0.186,3.47,-0.05,3.94,0
0.474,-0.21550,-77.6,0.000,-0.001,-0.2000,0.0000,-0.1964,0.000,40.000,28.1,36.3,18.32,0.098,2.04,-0.08,2.40,0
0.502,-0.21520,-77.5,0.001,0.001,-0.3000,-1.0000,-0.3016,0.000,40.000,28.1,36.3,18.32,0.274,4.58,0.11,4.11,0
0.533,-0.21539,-77.5,0.000,-0.001,-0.2000,0.0000,-0.1914,0.000,40.000,28.1,36.3,18.32,0.101,2.12,-0.07,2.32,0
0.564,-0.21515,-77.5,0.001,0.001,-0.3000,-1.0000,-0.3057,0.000,40.000,28.1,36.3,18.33,0.260,4.41,0.11,4.11,0
0.595,-0.21521,-77.5,0.001,-0.001,-0.4000,-1.0000,-0.4058,0.000,40.000,28.1,36.3,18.31,0.392,6.74,0.16,6.31,0
0.622,-0.21545,-77.6,0.000,-0.011,-0.3000,0.0000,-0.3097,0.000,40.000,28.1,36.3,18.31,0.218,4.09,0.02,4.21,0
0.660,-0.21539,-77.5,0.000,0.000,-0.4000,-1.0000,-0.4182,0.000,40.000,28.1,36.3,18.31,0.394,7.14,0.08,6.71,0
0.690,-0.21566,-77.6,0.000,-0.003,-0.3000,0.0000,-0.2822,0.000,40.000,28.1,36.3,18.32,0.182,3.58,-0.08,4.02,0
0.721,-0.21556,-77.6,0.000,0.000,-0.2000,0.0000,-0.1776,0.000,40.000,28.1,36.3,18.32,0.101,1.85,-0.03,2.00,0
0.747,-0.21527,-77.5,0.000,0.001,-0.3000,-1.0000,-0.3212,0.000,40.000,28.1,36.3,18.33,0.275,4.71,0.08,4.38,0
0.777,-0.21539,-77.5,0.000,0.000,-0.2000,0.0000,-0.1824,0.000,40.000,28.1,36.3,18.32,0.099,1.82,-0.04,2.03,0
0.806,-0.21515,-77.5,0.001,0.002,-0.3000,-1.0000,-0.3065,0.000,40.000,28.1,36.3,18.32,0.269,4.86,0.08,4.45,0
0.835,-0.21532,-77.5,0.000,0.004,-0.4000,-1.0000,-0.4100,0.000,40.000,28.1,36.3,18.31,0.397,6.92,0.12,6.57,0
0.864,-0.21560,-77.6,0.000,0.007,-0.3000,0.0000,-0.2752,0.000,40.000,28.1,36.3,18.32,0.186,3.43,-0.05,3.73,0
0.894,-0.21548,-77.6,0.000,-0.003,-0.2000,0.0000,-0.1859,0.000,40.000,28.1,36.3,18.33,0.101,1.92,-0.04,2.15,0
0.920,-0.21522,-77.5,0.001,-0.002,-0.3000,-1.0000,-0.3133,0.000,40.000,28.1,36.3,18.32,0.274,4.60,0.11,4.24,0
0.948,-0.21539,-77.5,0.000,-0.003,-0.4000,-1.0000,-0.4123,0.000,40.000,28.1,36.3,18.31,0.400,6.80,0.17,6.33,0
0.978,-0.21582,-77.7,0.000,-0.009,-0.3000,0.0000,-0.2840,0.000,40.000,28.1,36.3,18.32,0.179,3.71,-0.06,4.01,0
1.008,-0.21577,-77.7,0.000,-0.006,-0.2000,0.0000,-0.1852,0.000,40.000,28.1,36.3,18.33,0.100,2.09,-0.08,2.20,0
1.038,-0.21539,-77.5,0.000,0.006,-0.1000,0.0000,-0.0840,0.000,40.000,28.1,36.3,18.33,0.043,0.67,-0.02,0.73,0
1.065,-0.21466,-77.3,0.002,0.030,-0.2000,-1.0000,-0.2232,0.000,40.000,28.1,36.3,18.33,0.153,2.91,0.01,2.71,0
1.095,-0.21441,-77.2,0.003,0.015,-0.3000,-1.0000,-0.3196,0.000,40.000,28.1,36.3,18.32,0.256,4.82,0.05,4.50,0
1.124,-0.21443,-77.2,0.003,0.005,-0.4000,-1.0000,-0.4178,0.000,40.000,28.1,36.3,18.31,0.391,7.10,0.10,6.61,0
1.153,-0.21479,-77.3,0.002,-0.008,-0.5000,-1.0000,-0.5237,0.000,40.000,28.1,36.3,18.30,0.544,9.53,0.22,9.01,0
1.183,-0.21580,-77.7,0.000,-0.038,-0.4000,0.0000,-0.3856,0.000,40.000,28.1,36.3,18.31,0.289,5.50,-0.02,5.73,0
1.213,-0.21639,-77.9,0.000,-0.026,-0.3000,0.0000,-0.2814,0.000,40.000,28.1,36.3,18.32,0.184,3.61,-0.03,3.83,0
1.240,-0.21665,-78.0,0.000,-0.004,-0.2000,0.0000,-0.1738,0.000,40.000,28.1,36.3,18.33,0.105,1.90,-0.03,2.07,0
1.264,-0.21647,-77.9,0.000,0.010,-0.1000,0.0000,-0.0910,0.000,40.000,28.1,36.3,18.33,0.035,0.74,-0.04,0.82,0
1.294,-0.21585,-77.7,0.000,0.007,-0.0000,0.0000,-0.0242,0.000,40.000,28.1,36.3,18.33,0.007,0.13,-0.00,0.07,0
1.324,-0.21577,-77.7,0.000,0.034,0.0000,0.0000,0.0030,0.000,40.000,28.1,36.3,18.34,-0.000,-0.00,-0.00,-0.00,0
1.350,-0.21501,-77.4,0.001,0.046,-0.1000,-1.0000,-0.0446,0.000,40.000,28.1,36.3,18.33,0.005,0.22,-0.01,0.35,0
1.379,-0.21380,-77.0,0.005,0.050,-0.2000,-1.0000,-0.2103,0.000,40.000,28.1,36.3,18.33,0.154,2.67,0.01,2.49,0
1.410,-0.21328,-76.8,0.006,-0.007,-0.3000,-1.0000,-0.3094,0.000,40.000,28.1,36.3,18.32,0.279,4.53,0.13,4.20,0
1.437,-0.21381,-77.0,0.005,-0.001,-0.4000,-1.0000,-0.4198,0.000,40.000,28.1,36.3,18.31,0.405,7.01,0.15,6.60,0
1.467,-0.21430,-77.1,0.003,-0.011,-0.5000,-1.0000,-0.5237,0.000,40.000,28.1,36.3,18.31,0.539,9.68,0.18,9.17,0
1.496,-0.21522,-77.5,0.001,-0.029,-0.6000,-1.0000,-0.6115,0.000,40.000,28.1,36.3,18.30,0.712,12.13,0.42,11.34,0
1.526,-0.21704,-78.1,0.000,-0.045,-0.5000,0.0000,-0.4934,0.000,40.000,28.1,36.3,18.30,0.413,8.10,-0.02,8.46,0
1.551,-0.21722,-78.2,0.000,0.002,-0.4000,0.0000,-0.3936,0.000,40.000,28.1,36.3,18.31,0.289,5.77,-0.16,6.28,0
1.580,-0.21690,-78.1,0.000,-0.010,-0.3000,0.0000,-0.2896,0.000,40.000,28.1,36.3,18.32,0.188,3.98,-0.10,4.17,0
1.612,-0.21772,-78.4,0.000,-0.060,-0.2000,0.0000,-0.1880,0.000,40.000,28.1,36.3,18.32,0.123,2.39,0.01,2.32,0
1.645,-0.21928,-78.9,0.000,-0.054,-0.1000,0.0000,-0.0877,0.000,40.000,28.1,36.3,18.32,0.043,0.83,0.00,0.90,0
1.675,-0.22032,-79.3,0.000,-0.039,-0.0000,0.0000,-0.0184,0.000,40.000,28.1,36.4,18.33,0.009,0.13,0.00,0.09,0
1.706,-0.22071,-79.5,0.000,-0.002,0.0000,0.0000,0.0055,0.000,40.000,28.1,36.4,18.34,-0.000,0.00,-0.00,0.00,0
1.737,-0.22120,-79.6,0.000,-0.020,0.0000,0.0000,0.0003,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,-0.00,-0.00,0
1.766,-0.22171,-79.8,0.000,-0.005,0.0000,0.0000,-0.0012,0.000,40.000,28.1,36.4,18.34,0.000,-0.00,-0.00,0.00,0
1.797,-0.22229,-80.0,0.000,-0.017,0.0000,0.0000,-0.0018,0.000,40.000,28.1,36.4,18.33,-0.000,0.00,-0.00,-0.00,0
1.826,-0.22297,-80.3,0.000,-0.016,0.0000,0.0000,-0.0050,0.000,40.000,28.1,36.4,18.34,-0.000,-0.00,-0.00,0.00,0
1.857,-0.22341,-80.4,0.000,-0.005,0.0000,0.0000,0.0007,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,-0.00,0.00,0
1.886,-0.22333,-80.4,0.000,0.011,0.0000,0.0000,0.0071,0.000,40.000,28.1,36.4,18.33,0.000,0.00,0.00,0.00,0
1.914,-0.22304,-80.3,0.000,0.006,0.0000,0.0000,-0.0028,0.000,40.000,28.1,36.4,18.33,0.000,0.00,-0.00,-0.00,0
1.947,-0.22279,-80.2,0.000,0.017,0.0000,0.0000,0.0003,0.000,40.000,28.1,36.4,18.34,0.000,-0.00,-0.00,0.00,0
1.977,-0.22271,-80.2,0.000,-0.011,0.0000,0.0000,0.0047,0.000,40.000,28.1,36.4,18.33,0.000,-0.00,-0.00,0.00,0
2.009,-0.22302,-80.3,0.000,-0.009,0.0000,0.0000,0.0032,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,-0.00,-0.00,0
2.039,-0.22348,-80.5,0.000,-0.020,0.0000,0.0000,-0.0000,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,0.00,0.00,0
2.064,-0.22382,-80.6,0.000,-0.009,0.0000,0.0000,0.0011,0.000,40.000,28.1,36.4,18.33,-0.000,0.00,0.00,0.00,0
2.095,-0.22394,-80.6,0.000,0.000,0.0000,0.0000,-0.0031,0.000,40.000,28.1,36.4,18.34,-0.000,0.00,0.00,0.00,0
2.126,-0.22394,-80.6,0.000,0.000,0.0000,0.0000,0.0047,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,0.00,0.00,0
2.158,-0.22415,-80.7,0.000,-0.001,0.0000,0.0000,-0.0033,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,-0.00,0.00,0
2.189,-0.22422,-80.7,0.000,-0.006,0.0000,0.0000,-0.0023,0.000,40.000,28.1,36.4,18.34,-0.000,-0.00,-0.00,-0.00,0
2.215,-0.22418,-80.7,0.000,0.002,0.0000,0.0000,-0.0036,0.000,40.000,28.1,36.4,18.33,0.000,-0.00,-0.00,-0.00,0
2.246,-0.22393,-80.6,0.000,0.018,0.0000,0.0000,-0.0030,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,0.00,0.00,0
2.272,-0.22334,-80.4,0.000,0.038,0.0000,0.0000,-0.0021,0.000,40.000,28.1,36.4,18.34,0.000,-0.00,0.00,-0.00,0
2.302,-0.22125,-79.6,0.000,0.104,0.0000,0.0000,-0.0009,0.000,40.000,28.1,36.4,18.34,0.000,-0.00,-0.00,0.00,0
2.332,-0.21686,-78.1,0.000,0.175,0.0000,0.0000,-0.0008,0.000,40.000,28.1,36.4,18.32,0.000,-0.00,0.00,0.00,0
2.362,-0.21116,-76.0,0.013,0.212,-0.1000,-1.0000,-0.0492,0.000,40.000,28.1,36.4,18.33,0.008,0.27,-0.04,0.55,0
2.392,-0.20523,-73.9,0.031,0.203,-0.2000,-1.0000,-0.2178,0.000,40.000,28.1,36.4,18.34,0.164,2.83,-0.18,2.88,0
2.422,-0.20123,-72.4,0.042,0.102,-0.3000,-1.0000,-0.3076,0.000,40.000,28.1,36.4,18.33,0.291,4.93,-0.05,4.85,0
2.448,-0.20013,-72.0,0.046,0.017,-0.4000,-1.0000,-0.4035,0.000,40.000,28.1,36.4,18.31,0.445,7.86,0.06,7.54,0
2.478,-0.20038,-72.1,0.045,-0.002,-0.5000,-1.0000,-0.5111,0.000,40.000,28.1,36.4,18.30,0.622,10.99,0.22,10.41,0
2.506,-0.20146,-72.5,0.042,-0.039,-0.6000,-1.0000,-0.6063,0.000,40.000,28.1,36.4,18.28,0.820,14.40,0.40,13.67,0
2.535,-0.20351,-73.3,0.036,-0.070,-0.7000,-1.0000,-0.7165,0.000,40.000,28.1,36.4,18.27,1.019,18.07,0.60,17.11,0
2.565,-0.20687,-74.5,0.026,-0.110,-0.8000,-1.0000,-0.8114,0.000,40.000,28.1,36.4,18.25,1.218,21.30,1.02,19.75,0
2.597,-0.21161,-76.2,0.011,-0.152,-0.9000,-1.0000,-0.9154,0.000,40.000,28.1,36.4,18.22,1.378,24.40,1.37,22.23,0
2.627,-0.21732,-78.2,0.000,-0.171,-0.8000,0.0000,-0.7996,0.000,40.000,28.1,36.4,18.25,0.919,18.00,0.45,17.89,0
2.655,-0.22052,-79.4,0.000,-0.082,-0.7000,0.0000,-0.6764,0.000,40.000,28.1,36.4,18.27,0.728,13.73,0.15,14.21,0
2.681,-0.22077,-79.5,0.000,0.027,-0.6000,0.0000,-0.5926,0.000,40.000,28.1,36.4,18.28,0.566,11.05,-0.41,11.91,0
2.712,-0.21728,-78.2,0.000,0.154,-0.5000,0.0000,-0.4965,0.000,40.000,28.1,36.4,18.29,0.397,8.28,-0.75,9.08,0
2.743,-0.21115,-76.0,0.013,0.182,-0.6000,-1.0000,-0.5964,0.000,40.000,28.1,36.4,18.28,0.693,12.13,-0.42,12.49,0
2.776,-0.20857,-75.1,0.020,0.008,-0.7000,-1.0000,-0.7130,0.000,40.000,28.1,36.4,18.26,0.964,16.88,0.31,16.07,0
2.807,-0.21199,-76.3,0.010,-0.186,-0.8000,-1.0000,-0.8113,0.000,40.000,28.1,36.4,18.25,1.147,19.80,1.46,18.00,0
2.836,-0.21926,-78.9,0.000,-0.276,-0.7000,0.0000,-0.6864,0.000,40.000,28.1,36.4,18.27,0.751,14.55,0.88,14.19,0
2.864,-0.22574,-81.3,0.000,-0.173,-0.6000,0.0000,-0.5913,0.000,40.000,28.1,36.4,18.27,0.593,11.26,0.41,11.57,0
2.894,-0.22780,-82.0,0.000,0.019,-0.5000,0.0000,-0.4931,0.000,40.000,28.1,36.4,18.29,0.458,8.90,-0.30,9.41,0
2.925,-0.22674,-81.6,0.000,0.010,-0.4000,0.0000,-0.3939,0.000,40.000,28.1,36.4,18.30,0.311,6.49,-0.20,6.74,0
2.958,-0.22626,-81.5,0.000,-0.000,-0.3000,0.0000,-0.2987,0.000,40.000,28.1,36.4,18.31,0.208,4.36,-0.10,4.63,0
2.988,-0.22614,-81.4,0.000,-0.004,-0.2000,0.0000,-0.2009,0.000,40.000,28.1,36.4,18.32,0.109,2.28,-0.03,2.51,0
3.015,-0.22626,-81.5,0.000,-0.023,-0.1000,0.0000,-0.0981,0.000,40.000,28.1,36.4,18.33,0.042,0.91,-0.00,0.98,0
3.047,-0.22621,-81.4,0.000,-0.002,-0.0000,0.0000,-0.0185,0.000,40.000,28.1,36.4,18.33,0.010,0.16,-0.00,0.12,0
3.077,-0.22558,-81.2,0.000,0.022,0.0000,0.0000,-0.0018,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,-0.00,0.00,0
3.106,-0.22518,-81.1,0.000,0.003,0.0000,0.0000,0.0053,0.000,40.000,28.1,36.4,18.33,0.000,0.00,0.00,0.00,0
3.137,-0.22510,-81.0,0.000,0.001,0.0000,0.0000,0.0045,0.000,40.000,28.1,36.4,18.32,-0.000,-0.00,0.00,0.00,0
3.165,-0.22517,-81.1,0.000,-0.000,0.0000,0.0000,0.0014,0.000,40.000,28.1,36.4,18.34,0.000,0.00,-0.00,0.00,0
3.194,-0.22522,-81.1,0.000,0.000,0.0000,0.0000,-0.0035,0.000,40.000,28.1,36.4,18.33,0.000,0.00,-0.00,0.00,0
3.226,-0.22521,-81.1,0.000,-0.008,0.0000,0.0000,0.0016,0.000,40.000,28.1,36.4,18.33,0.000,0.00,-0.00,-0.00,0
3.258,-0.22534,-81.1,0.000,-0.011,0.0000,0.0000,-0.0026,0.000,40.000,28.1,36.4,18.33,-0.000,-0.00,0.00,0.00,0
3.287,-0.22534,-81.1,0.000,0.004,0.0000,0.0000,0.0003,0.000,40.000,28.1,36.5,18.33,-0.000,0.00,-0.00,0.00,0
3.313,-0.22515,-81.1,0.000,0.006,0.0000,0.0000,0.0012,0.000,40.000,28.1,36.5,18.34,-0.000,0.00,0.00,-0.00,0
3.344,-0.22491,-81.0,0.000,0.010,0.0000,0.0000,-0.0037,0.000,40.000,28.1,36.5,18.33,0.000,-0.00,-0.00,0.00,0
3.376,-0.22445,-80.8,0.000,0.018,0.0000,0.0000,0.0005,0.000,40.000,28.1,36.5,18.34,-0.000,0.00,-0.00,-0.00,0
3.407,-0.22418,-80.7,0.000,0.003,0.0000,0.0000,-0.0083,0.000,40.000,28.1,36.5,18.33,0.000,-0.00,0.00,-0.00,0
3.440,-0.22330,-80.4,0.000,0.046,0.0000,0.0000,-0.0046,0.000,40.000,28.1,36.5,18.33,-0.000,-0.00,0.00,0.00,0
3.471,-0.22192,-79.9,0.000,0.043,0.0000,0.0000,0.0005,0.000,40.000,28.1,36.5,18.34,0.000,-0.00,0.00,0.00,0
3.498,-0.22087,-79.5,0.000,0.030,0.0000,0.0000,-0.0040,0.000,40.000,28.1,36.5,18.34,-0.000,0.00,0.00,-0.00,0
3.528,-0.21996,-79.2,0.000,0.027,0.0000,0.0000,0.0019,0.000,40.000,28.1,36.5,18.33,-0.000,0.00,0.00,0.00,0
3.560,-0.21942,-79.0,0.000,0.015,0.0000,0.0000,-0.0036,0.000,40.000,28.1,36.5,18.33,0.000,0.00,0.00,0.00,0
3.593,-0.21961,-79.1,0.000,-0.031,0.0000,0.0000,0.0038,0.000,40.000,28.1,36.5,18.33,-0.000,0.00,0.00,-0.00,0
3.623,-0.21985,-79.1,0.000,0.016,0.0000,0.0000,0.0073,0.000,40.000,28.1,36.5,18.34,0.000,-0.00,-0.00,-0.00,0
3.653,-0.21932,-79.0,0.000,0.036,0.0000,0.0000,-0.0032,0.000,40.000,28.1,36.5,18.33,0.000,0.00,0.00,0.00,0
3.682,-0.21878,-78.8,0.000,0.020,0.0000,0.0000,-0.0022,0.000,40.000,28.1,36.5,18.33,0.000,0.00,0.00,0.00,0
3.712,-0.21865,-78.7,0.000,-0.009,0.0000,0.0000,-0.0023,0.000,40.000,28.1,36.5,18.34,0.000,0.00,-0.00,-0.00,0
3.745,-0.21881,-78.8,0.000,0.001,0.0000,0.0000,0.0001,0.000,40.000,28.1,36.5,18.33,-0.000,0.00,0.00,-0.00,0
3.777,-0.21859,-78.7,0.000,0.012,0.0000,0.0000,0.0019,0.000,40.000,28.1,36.5,18.33,0.000,0.00,-0.00,0.00,0
3.809,-0.21829,-78.6,0.000,0.011,0.0000,0.0000,-0.0026,0.000,40.000,28.1,36.5,18.33,-0.000,-0.00,0.00,0.00,0
3.840,-0.21820,-78.6,0.000,0.001,0.0000,0.0000,-0.0034,0.000,40.000,28.1,36.5,18.33,0.000,-0.00,0.00,0.00,0
3.873,-0.21801,-78.5,0.000,0.012,0.0000,0.0000,0.0042,0.000,40.000,28.1,36.5,18.33,-0.000,0.00,0.00,0.00,0
3.905,-0.21763,-78.3,0.000,0.006,0.0000,0.0000,0.0023,0.000,40.000,28.1,36.5,18.33,-0.000,0.00,-0.00,-0.00,0
3.931,-0.21722,-78.2,0.000,0.015,0.0000,0.0000,0.0029,0.000,40.000,28.1,36.5,18.33,0.000,-0.01,0.00,0.00,0
3.961,-0.21692,-78.1,0.000,-0.000,0.0000,0.0000,-0.0037,0.000,40.000,28.1,36.5,18.33,0.000,0.00,0.00,0.00,0
3.990,-0.21694,-78.1,0.000,-0.007,0.0000,0.0000,0.0019,0.000,40.000,28.1,36.5,18.33,0.000,-0.00,0.00,-0.00,0
4.020,-0.21710,-78.2,0.000,-0.006,0.0000,0.0000,0.0002,0.000,40.000,28.1,36.5,18.33,0.000,0.00,0.00,0.00,0
4.048,-0.21740,-78.3,0.000,-0.017,0.0000,0.0000,-0.0042,0.000,40.000,28.1,36.5,18.33,-0.000,-0.00,-0.00,-0.00,0
4.077,-0.21769,-78.4,0.000,-0.009,0.0000,0.0000,-0.0007,0.000,40.000,28.1,36.5,18.33,-0.000,-0.00,-0.00,0.00,0
4.107,-0.21785,-78.4,0.000,-0.004,0.0000,0.0000,-0.0045,0.000,40.000,28.1,36.5,18.32,-0.000,0.00,0.00,-0.00,0
4.136,-0.21790,-78.4,0.000,-0.000,0.0000,0.0000,-0.0019,0.000,40.000,28.1,36.5,18.34,-0.000,0.00,0.00,-0.00,0
4.164,-0.21777,-78.4,0.000,0.000,0.0000,0.0000,-0.0002,0.000,40.000,28.1,36.5,18.34,0.000,-0.00,0.00,-0.00,0
4.194,-0.21752,-78.3,0.000,0.009,0.0000,0.0000,0.0099,0.000,40.000,28.1,36.5,18.33,0.000,0.00,-0.00,-0.00,0
4.219,-0.21716,-78.2,0.000,0.019,0.0000,0.0000,-0.0021,0.000,40.000,28.1,36.5,18.34,0.000,0.00,-0.00,0.00,0
4.248,-0.21674,-78.0,0.000,0.009,0.0000,0.0000,0.0000,0.000,40.000,28.1,36.5,18.33,0.000,0.00,-0.00,0.00,0
4.278,-0.21661,-78.0,0.000,0.000,0.0000,0.0000,0.0026,0.000,40.000,28.1,36.5,18.33,-0.000,-0.00,-0.00,0.00,0
4.308,-0.21666,-78.0,0.000,0.002,0.0000,0.0000,0.0023,0.000,40.000,28.1,36.5,18.33,-0.000,-0.00,-0.00,0.00,0
4.337,-0.21680,-78.0,0.000,-0.005,0.0000,0.0000,0.0036,0.000,40.000,28.1,36.5,18.32,-0.000,0.00,-0.00,-0.00,0
4.364,-0.21698,-78.1,0.000,-0.005,0.0000,0.0000,-0.0021,0.000,40.000,28.1,36.5,18.33,-0.000,0.00,0.00,-0.00,0
4.394,-0.21708,-78.2,0.000,-0.003,0.0000,0.0000,0.0048,0.000,40.000,28.1,36.5,18.33,0.000,0.00,-0.00,0.00,0
4.422,-0.21729,-78.2,0.000,-0.003,0.0000,0.0000,0.0023,0.000,40.000,28.1,36.5,18.33,-0.000,-0.00,0.00,-0.00,0
4.449,-0.21743,-78.3,0.000,-0.008,0.0000,0.0000,0.0050,0.000,40.000,28.1,36.5,18.32,0.000,0.00,-0.00,-0.00,0
4.479,-0.21734,-78.2,0.000,0.002,0.0000,0.0000,0.0033,0.000,40.000,28.1,36.5,18.32,-0.000,-0.00,0.00,0.00,0
4.508,-0.21720,-78.2,0.000,-0.002,0.0000,0.0000,0.0008,0.000,40.000,28.1,36.5,18.34,0.000,0.00,-0.00,0.00,0
4.538,-0.21747,-78.3,0.000,-0.020,0.0000,0.0000,-0.0020,0.000,40.000,28.2,36.5,18.33,-0.000,0.00,0.00,-0.00,0
4.564,-0.21804,-78.5,0.000,-0.022,0.0000,0.0000,0.0049,0.000,40.000,28.2,36.5,18.33,-0.000,-0.00,0.00,-0.00,0
4.593,-0.21832,-78.6,0.000,-0.001,0.0000,0.0000,-0.0062,0.000,40.000,28.2,36.5,18.33,0.000,-0.00,-0.00,0.00,0
4.622,-0.21826,-78.6,0.000,0.000,0.0000,0.0000,0.0023,0.000,40.000,28.2,36.5,18.33,-0.000,-0.00,-0.00,0.00,0
4.650,-0.21739,-78.3,0.000,0.065,0.0000,0.0000,0.0013,0.000,40.000,28.2,36.5,18.33,-0.000,0.00,0.00,0.00,0
4.679,-0.21357,-76.9,0.005,0.172,-0.1000,-1.0000,-0.0529,0.000,40.000,28.2,36.5,18.33,0.007,0.29,-0.04,0.42,0
4.709,-0.20847,-75.0,0.021,0.215,-0.2000,-1.0000,-0.2079,0.000,40.000,28.2,36.5,18.32,0.153,2.80,-0.25,2.83,0
4.738,-0.20265,-73.0,0.038,0.184,-0.3000,-1.0000,-0.3091,0.000,40.000,28.2,36.5,18.31,0.281,5.15,-0.26,5.17,0
4.767,-0.19664,-70.8,0.056,0.242,-0.4000,-1.0000,-0.4134,0.000,40.000,28.2,36.5,18.31,0.432,7.43,-0.44,7.68,0
4.797,-0.19052,-68.6,0.075,0.205,-0.5000,-1.0000,-0.5019,0.000,40.000,28.2,36.5,18.30,0.579,10.40,-0.51,10.63,0
4.827,-0.18527,-66.7,0.090,0.187,-0.6000,-1.0000,-0.6093,0.000,40.000,28.2,36.5,18.28,0.804,14.79,-0.52,14.82,0
4.856,-0.18148,-65.3,0.102,0.125,-0.7000,-1.0000,-0.7026,0.000,40.000,28.2,36.5,18.27,1.051,18.64,-0.20,18.50,0
4.882,-0.17962,-64.7,0.107,0.058,-0.8000,-1.0000,-0.8213,0.000,40.000,28.2,36.5,18.24,1.310,23.56,-0.08,23.02,0
4.912,-0.17963,-64.7,0.107,-0.000,-0.9000,-1.0000,-0.9036,0.000,40.000,28.2,36.5,18.22,1.526,27.50,0.25,27.23,0
4.947,-0.18092,-65.1,0.103,-0.036,-1.0000,-1.0000,-1.0115,0.000,40.000,28.2,36.5,18.17,1.908,34.30,0.61,33.25,0
4.977,-0.18243,-65.7,0.099,-0.022,-1.0000,-1.0000,-0.9960,0.000,40.000,28.2,36.5,18.17,1.807,32.89,0.02,32.84,0
5.003,-0.18249,-65.7,0.099,0.000,-1.0000,-1.0000,-1.0027,0.000,40.000,28.2,36.5,18.17,1.808,32.86,-0.00,32.77,0
5.031,-0.18238,-65.7,0.099,0.008,-1.0000,-1.0000,-0.9992,0.000,40.000,28.2,36.5,18.16,1.807,32.63,-0.01,32.92,0
5.061,-0.18219,-65.6,0.100,0.018,-1.0000,-1.0000,-1.0017,0.000,40.000,28.2,36.5,18.16,1.793,32.73,-0.02,32.73,0
5.089,-0.18178,-65.4,0.101,0.028,-1.0000,-1.0000,-0.9948,0.000,40.000,28.2,36.5,18.15,1.796,32.72,-0.22,32.66,0
5.117,-0.18064,-65.0,0.104,0.061,-1.0000,-1.0000,-0.9981,0.000,40.000,28.2,36.5,18.16,1.788,32.40,-0.37,32.87,0
